egg_uid,well_id,start_date,outcome,group,duration_label,stage,dt_h
785,9,2025-06-10,l3_reached,uvc_6W_5s,5s,Motion,211.9
787,10,2025-06-10,l3_reached,uvc_6W_5s,5s,Motion,288.9
790,11,2025-06-10,l3_reached,uvc_6W_5s,5s,Motion,240.4
791,11,2025-06-10,l3_reached,uvc_6W_5s,5s,Motion,357.9
792,12,2025-06-10,l3_reached,uvc_6W_5s,5s,Motion,311.9
793,12,2025-06-10,l3_reached,uvc_6W_5s,5s,Motion,192.9
794,12,2025-06-10,l3_reached,uvc_6W_5s,5s,Motion,246.9
383,1,2024-03-04,l3_reached,pooled_control,control,Motion,172.5
384,1,2024-03-04,l3_reached,pooled_control,control,Motion,178.5
385,2,2024-03-04,l3_reached,pooled_control,control,Motion,176.5
386,2,2024-03-04,l3_reached,pooled_control,control,Motion,175.5
387,2,2024-03-04,l3_reached,pooled_control,control,Motion,183.5
389,3,2024-03-04,l3_reached,pooled_control,control,Motion,183.5
390,3,2024-03-04,l3_reached,pooled_control,control,Motion,169.5
391,4,2024-03-04,l3_reached,pooled_control,control,Motion,192.5
392,4,2024-03-04,l3_reached,pooled_control,control,Motion,192.5
394,5,2024-03-04,l3_reached,pooled_control,control,Motion,169.5
395,5,2024-03-04,l3_reached,pooled_control,control,Motion,186.5
396,6,2024-03-04,l3_reached,pooled_control,control,Motion,168.5
397,6,2024-03-04,l3_reached,pooled_control,control,Motion,169.5
398,6,2024-03-04,l3_reached,pooled_control,control,Motion,192.5
399,7,2024-03-04,l3_reached,pooled_control,control,Motion,184.5
400,7,2024-03-04,l3_reached,pooled_control,control,Motion,161.5
401,8,2024-03-04,l3_reached,pooled_control,control,Motion,176.5
402,8,2024-03-04,l3_reached,pooled_control,control,Motion,156.5
403,9,2024-03-04,l3_reached,pooled_control,control,Motion,161.5
404,9,2024-03-04,l3_reached,pooled_control,control,Motion,177.5
405,9,2024-03-04,l3_reached,pooled_control,control,Motion,171.5
406,9,2024-03-04,l3_reached,pooled_control,control,Motion,159.5
407,9,2024-03-04,l3_reached,pooled_control,control,Motion,164.5
408,9,2024-03-04,l3_reached,pooled_control,control,Motion,156.5
409,10,2024-03-04,l3_reached,pooled_control,control,Motion,176.5
410,10,2024-03-04,l3_reached,pooled_control,control,Motion,172.5
411,10,2024-03-04,l3_reached,pooled_control,control,Motion,181.5
412,10,2024-03-04,l3_reached,pooled_control,control,Motion,216.5
413,11,2024-03-04,l3_reached,pooled_control,control,Motion,184.5
414,11,2024-03-04,l3_reached,pooled_control,control,Motion,199.5
415,11,2024-03-04,l3_reached,pooled_control,control,Motion,181.5
416,12,2024-03-04,l3_reached,pooled_control,control,Motion,185.5
417,12,2024-03-04,l3_reached,pooled_control,control,Motion,171.5
418,12,2024-03-04,l3_reached,pooled_control,control,Motion,186.5
419,12,2024-03-04,l3_reached,pooled_control,control,Motion,193.5
420,1,2024-03-20,l3_reached,pooled_control,control,Motion,176.5
421,1,2024-03-20,l3_reached,pooled_control,control,Motion,171.5
422,2,2024-03-20,l3_reached,pooled_control,control,Motion,163.5
423,2,2024-03-20,l3_reached,pooled_control,control,Motion,146.5
424,3,2024-03-20,l3_reached,pooled_control,control,Motion,154.5
425,3,2024-03-20,l3_reached,pooled_control,control,Motion,164.5
426,4,2024-03-20,l3_reached,pooled_control,control,Motion,183.5
427,4,2024-03-20,l3_reached,pooled_control,control,Motion,179.5
428,5,2024-03-20,l3_reached,pooled_control,control,Motion,189.5
429,5,2024-03-20,l3_reached,pooled_control,control,Motion,183.5
430,6,2024-03-20,l3_reached,pooled_control,control,Motion,184.5
431,6,2024-03-20,l3_reached,pooled_control,control,Motion,176.5
432,7,2024-03-20,l3_reached,pooled_control,control,Motion,142.5
433,7,2024-03-20,l3_reached,pooled_control,control,Motion,159.5
434,8,2024-03-20,l3_reached,pooled_control,control,Motion,158.5
435,8,2024-03-20,l3_reached,pooled_control,control,Motion,170.5
436,9,2024-03-20,l3_reached,pooled_control,control,Motion,176.5
437,9,2024-03-20,l3_reached,pooled_control,control,Motion,177.5
438,10,2024-03-20,l3_reached,pooled_control,control,Motion,173.5
439,10,2024-03-20,l3_reached,pooled_control,control,Motion,165.5
440,11,2024-03-20,l3_reached,pooled_control,control,Motion,140.5
441,11,2024-03-20,l3_reached,pooled_control,control,Motion,156.5
442,12,2024-03-20,l3_reached,pooled_control,control,Motion,138.5
443,12,2024-03-20,l3_reached,pooled_control,control,Motion,161.5
831,1,2025-06-12,l3_reached,pooled_control,control,Motion,190.4
832,1,2025-06-12,l3_reached,pooled_control,control,Motion,159.3
833,1,2025-06-12,l3_reached,pooled_control,control,Motion,196.3
834,2,2025-06-12,l3_reached,pooled_control,control,Motion,184.9
835,2,2025-06-12,l3_reached,pooled_control,control,Motion,181.1
836,2,2025-06-12,l3_reached,pooled_control,control,Motion,170.9
837,3,2025-06-12,l3_reached,pooled_control,control,Motion,188.9
838,3,2025-06-12,l3_reached,pooled_control,control,Motion,198.9
839,3,2025-06-12,l3_reached,pooled_control,control,Motion,179.9
841,4,2025-06-12,l3_reached,pooled_control,control,Motion,162.9
842,4,2025-06-12,l3_reached,pooled_control,control,Motion,194.9
843,5,2025-06-12,l3_reached,pooled_control,control,Motion,198.9
844,5,2025-06-12,l3_reached,pooled_control,control,Motion,177.9
845,5,2025-06-12,l3_reached,pooled_control,control,Motion,200.9
846,6,2025-06-12,l3_reached,pooled_control,control,Motion,192.6
847,6,2025-06-12,l3_reached,pooled_control,control,Motion,177.20000000000002
848,6,2025-06-12,l3_reached,pooled_control,control,Motion,208.9
849,7,2025-06-12,l3_reached,pooled_control,control,Motion,156.9
850,7,2025-06-12,l3_reached,pooled_control,control,Motion,184.9
851,7,2025-06-12,l3_reached,pooled_control,control,Motion,242.9
852,8,2025-06-12,l3_reached,pooled_control,control,Motion,179.9
853,8,2025-06-12,l3_reached,pooled_control,control,Motion,214.9
854,8,2025-06-12,l3_reached,pooled_control,control,Motion,164.9
855,9,2025-06-12,l3_reached,pooled_control,control,Motion,186.4
856,9,2025-06-12,l3_reached,pooled_control,control,Motion,179.9
857,9,2025-06-12,l3_reached,pooled_control,control,Motion,200.9
858,10,2025-06-12,l3_reached,pooled_control,control,Motion,147.4
859,10,2025-06-12,l3_reached,pooled_control,control,Motion,182.9
860,10,2025-06-12,l3_reached,pooled_control,control,Motion,185.9
861,11,2025-06-12,l3_reached,pooled_control,control,Motion,170.9
862,11,2025-06-12,l3_reached,pooled_control,control,Motion,170.9
864,12,2025-06-12,l3_reached,pooled_control,control,Motion,199.9
865,12,2025-06-12,l3_reached,pooled_control,control,Motion,173.9
866,12,2025-06-12,l3_reached,pooled_control,control,Motion,176.9
